CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.9,918.0,-200.0,6.0,810.0,87.0,936.0,78.0,1524.0,939.0,18.8,46.6,1.0027
0.7,890.0,-200.0,5.6,791.0,62.0,950.0,61.0,1489.0,886.0,19.8,46.0,1.0524
0.6,865.0,-200.0,4.8,752.0,65.0,996.0,64.0,1451.0,837.0,21.3,42.3,1.0625
1.3,1003.0,-200.0,8.9,937.0,125.0,850.0,81.0,1622.0,1005.0,21.3,41.8,1.0449
1.9,1123.0,-200.0,13.1,1088.0,157.0,746.0,92.0,1789.0,1191.0,24.0,36.6,1.0772
2.1,1146.0,-200.0,14.1,1119.0,171.0,746.0,101.0,1823.0,1200.0,27.2,30.7,1.0884
1.8,1110.0,-200.0,11.2,1021.0,119.0,820.0,96.0,1724.0,971.0,32.3,23.6,1.1271
1.8,1126.0,-200.0,10.0,979.0,110.0,849.0,101.0,1700.0,907.0,31.9,25.8,1.2023
1.6,1067.0,-200.0,9.6,962.0,95.0,860.0,91.0,1658.0,802.0,35.1,21.8,1.2093
1.2,1008.0,-200.0,7.2,866.0,58.0,937.0,68.0,1573.0,695.0,36.0,20.5,1.1995
1.2,1062.0,-200.0,8.6,924.0,69.0,892.0,76.0,1683.0,777.0,37.0,20.1,1.2423
1.4,1082.0,-200.0,9.0,939.0,76.0,869.0,84.0,1678.0,818.0,36.4,21.0,1.2515
1.3,1042.0,-200.0,7.9,897.0,63.0,901.0,76.0,1605.0,681.0,35.2,22.6,1.267
1.1,1022.0,-200.0,6.2,823.0,51.0,964.0,61.0,1599.0,631.0,32.5,27.6,1.3229
1.1,1024.0,-200.0,6.3,828.0,46.0,936.0,52.0,1601.0,641.0,29.1,35.1,1.3919
1.1,1048.0,-200.0,6.3,828.0,52.0,922.0,59.0,1618.0,683.0,26.9,39.7,1.3898
1.8,1153.0,-200.0,11.2,1022.0,84.0,765.0,89.0,1806.0,1013.0,26.1,42.2,1.4039
2.3,1195.0,-200.0,12.8,1077.0,130.0,731.0,113.0,1860.0,1151.0,25.5,43.8,1.4095
2.6,1245.0,-200.0,13.2,1091.0,147.0,734.0,112.0,1870.0,1134.0,24.9,45.6,1.4135
2.0,1086.0,-200.0,9.2,946.0,126.0,847.0,89.0,1729.0,945.0,25.2,45.2,1.4262
1.0,972.0,-200.0,5.8,804.0,47.0,955.0,53.0,1620.0,734.0,25.4,45.5,1.457
0.6,880.0,-200.0,3.4,677.0,24.0,1109.0,36.0,1500.0,554.0,26.2,43.6,1.4599
0.6,906.0,-200.0,4.1,719.0,-200.0,1050.0,-200.0,1561.0,612.0,24.3,48.2,1.4476
0.5,879.0,-200.0,3.1,658.0,25.0,1121.0,39.0,1511.0,564.0,24.4,48.3,1.4499
0.4,842.0,-200.0,2.2,597.0,21.0,1237.0,33.0,1444.0,512.0,23.3,51.0,1.4346
0.4,797.0,-200.0,1.5,543.0,25.0,1466.0,37.0,1347.0,410.0,21.6,48.1,1.2259
0.4,796.0,-200.0,1.3,526.0,25.0,1534.0,36.0,1322.0,392.0,21.4,47.8,1.2005
0.4,767.0,-200.0,1.2,520.0,30.0,1526.0,42.0,1287.0,377.0,20.5,46.8,1.1152
0.5,784.0,-200.0,1.7,562.0,42.0,1460.0,52.0,1286.0,389.0,20.8,40.7,0.9882
0.6,811.0,-200.0,2.5,622.0,52.0,1315.0,60.0,1307.0,432.0,22.3,35.3,0.9371
0.7,838.0,-200.0,2.5,620.0,62.0,1292.0,74.0,1325.0,502.0,21.7,38.3,0.9842
0.7,821.0,-200.0,2.7,632.0,67.0,1295.0,65.0,1302.0,469.0,24.4,29.6,0.8921
0.6,793.0,-200.0,1.9,579.0,47.0,1380.0,52.0,1303.0,427.0,23.4,34.9,0.991
0.5,794.0,-200.0,1.8,567.0,35.0,1426.0,40.0,1306.0,406.0,23.5,35.2,1.0019
0.6,821.0,-200.0,2.4,614.0,45.0,1309.0,49.0,1350.0,430.0,22.4,39.0,1.04
0.8,849.0,-200.0,2.6,628.0,53.0,1274.0,56.0,1379.0,453.0,22.0,41.7,1.0865
0.8,852.0,-200.0,3.0,651.0,57.0,1246.0,59.0,1387.0,470.0,21.7,42.7,1.0949
1.0,847.0,-200.0,2.9,645.0,71.0,1245.0,68.0,1364.0,480.0,20.7,43.4,1.047
1.0,849.0,-200.0,3.5,682.0,67.0,1215.0,72.0,1378.0,472.0,20.3,42.6,1.0045
1.0,865.0,-200.0,3.6,687.0,75.0,1191.0,78.0,1388.0,521.0,20.3,44.1,1.0392
0.9,848.0,-200.0,3.6,689.0,65.0,1180.0,71.0,1403.0,520.0,20.1,45.2,1.0538
0.7,807.0,-200.0,2.3,606.0,45.0,1340.0,54.0,1337.0,440.0,19.8,45.7,1.0424
0.8,814.0,-200.0,2.6,627.0,46.0,1305.0,57.0,1351.0,446.0,19.6,45.3,1.0244
0.7,785.0,-200.0,2.0,582.0,33.0,1377.0,45.0,1311.0,417.0,19.4,45.9,1.0242
0.5,748.0,-200.0,1.2,515.0,19.0,1580.0,30.0,1261.0,381.0,19.7,44.8,1.0172
0.3,716.0,-200.0,0.7,461.0,9.0,1795.0,16.0,1235.0,350.0,19.5,46.3,1.0363
0.3,708.0,-200.0,0.5,437.0,-200.0,1941.0,-200.0,1227.0,334.0,19.0,49.0,1.063
-200.0,724.0,-200.0,0.5,448.0,12.0,1917.0,18.0,1256.0,346.0,19.1,50.7,1.109
0.3,748.0,-200.0,0.8,477.0,21.0,1703.0,28.0,1301.0,380.0,19.1,52.7,1.1545
0.7,888.0,-200.0,3.5,683.0,66.0,1196.0,62.0,1483.0,563.0,20.3,49.3,1.1596
1.5,973.0,-200.0,7.0,858.0,137.0,941.0,92.0,1584.0,779.0,21.1,46.2,1.1389
1.8,993.0,-200.0,8.7,927.0,151.0,886.0,96.0,1665.0,842.0,21.5,44.5,1.129
1.4,929.0,-200.0,6.3,825.0,115.0,992.0,87.0,1561.0,692.0,22.4,43.6,1.1637
1.5,962.0,-200.0,7.0,858.0,118.0,941.0,84.0,1613.0,779.0,24.8,39.1,1.2039
1.2,906.0,-200.0,5.5,786.0,95.0,1026.0,73.0,1538.0,633.0,23.9,42.1,1.2335
1.2,915.0,-200.0,5.3,776.0,86.0,1029.0,72.0,1544.0,616.0,25.5,38.3,1.2328
1.3,928.0,-200.0,5.5,787.0,85.0,1012.0,68.0,1585.0,606.0,25.4,39.2,1.2534
1.0,855.0,-200.0,3.8,698.0,66.0,1134.0,62.0,1449.0,526.0,25.6,37.0,1.2006
1.4,920.0,-200.0,5.4,783.0,74.0,1046.0,70.0,1550.0,588.0,24.5,38.4,1.1669
1.6,917.0,-200.0,6.7,842.0,108.0,985.0,83.0,1563.0,674.0,23.9,39.9,1.1639
2.7,1072.0,-200.0,12.2,1057.0,150.0,812.0,92.0,1820.0,885.0,24.2,39.2,1.1665
2.3,1000.0,-200.0,10.2,985.0,157.0,846.0,103.0,1726.0,879.0,23.5,41.2,1.1759
1.5,914.0,-200.0,6.7,845.0,93.0,972.0,82.0,1583.0,703.0,22.3,44.9,1.1973
1.4,888.0,-200.0,5.7,799.0,76.0,1023.0,74.0,1531.0,637.0,21.7,46.5,1.1917
1.0,851.0,-200.0,4.1,718.0,57.0,1134.0,67.0,1471.0,561.0,22.0,44.9,1.1699
1.1,870.0,-200.0,4.7,749.0,64.0,1096.0,74.0,1487.0,612.0,22.2,44.1,1.1654
1.2,883.0,-200.0,5.2,773.0,59.0,1062.0,72.0,1514.0,621.0,21.8,45.6,1.1763
1.2,886.0,-200.0,5.1,767.0,68.0,1055.0,79.0,1532.0,702.0,21.6,46.0,1.1742
0.7,792.0,-200.0,2.8,637.0,31.0,1249.0,43.0,1400.0,559.0,21.6,45.8,1.1715
0.5,754.0,-200.0,1.4,535.0,21.0,1490.0,33.0,1335.0,435.0,20.7,48.3,1.168
0.4,732.0,-200.0,1.0,503.0,-200.0,1525.0,-200.0,1321.0,441.0,21.0,47.1,1.1546
0.4,770.0,-200.0,2.0,586.0,24.0,1326.0,38.0,1392.0,527.0,20.8,48.5,1.18
0.5,797.0,-200.0,3.0,654.0,38.0,1097.0,51.0,1450.0,720.0,20.8,49.4,1.1994
1.0,915.0,-200.0,7.5,877.0,92.0,897.0,69.0,1651.0,937.0,19.9,51.8,1.1911
4.4,1287.0,-200.0,24.7,1423.0,311.0,610.0,116.0,2319.0,1482.0,20.9,49.3,1.2049
4.0,1195.0,-200.0,24.8,1424.0,260.0,609.0,119.0,2244.0,1489.0,23.7,39.9,1.1508
2.4,1003.0,-200.0,10.9,1009.0,181.0,823.0,96.0,1710.0,1015.0,25.3,35.8,1.1421
2.1,1037.0,-200.0,11.9,1046.0,177.0,838.0,109.0,1763.0,1004.0,28.8,29.1,1.1349
2.7,1114.0,-200.0,16.0,1181.0,180.0,747.0,115.0,1928.0,1129.0,30.3,26.9,1.1399
2.8,1085.0,-200.0,15.7,1171.0,174.0,767.0,118.0,1863.0,1068.0,32.8,23.3,1.138
2.3,1024.0,-200.0,13.1,1087.0,140.0,824.0,118.0,1745.0,924.0,33.9,21.4,1.1135
2.0,1017.0,-200.0,12.2,1057.0,122.0,859.0,112.0,1698.0,861.0,35.3,19.6,1.1036
2.6,1053.0,-200.0,15.8,1173.0,189.0,785.0,140.0,1808.0,981.0,34.0,20.8,1.0898
2.7,1065.0,-200.0,16.6,1198.0,169.0,766.0,137.0,1852.0,1043.0,35.3,18.8,1.0572
3.1,1136.0,-200.0,18.4,1250.0,172.0,722.0,143.0,1940.0,1124.0,32.6,24.1,1.1688
3.1,1100.0,-200.0,16.7,1202.0,154.0,732.0,148.0,1856.0,1004.0,30.8,28.7,1.2507
3.6,1143.0,-200.0,20.8,1319.0,192.0,673.0,158.0,2001.0,1190.0,28.7,31.2,1.2099
2.9,1083.0,-200.0,15.3,1157.0,160.0,742.0,127.0,1884.0,1072.0,26.8,35.1,1.2201
2.2,1009.0,-200.0,11.5,1034.0,110.0,806.0,109.0,1763.0,925.0,25.3,39.4,1.2524
2.0,969.0,-200.0,10.1,983.0,97.0,853.0,101.0,1680.0,862.0,23.9,40.9,1.1966
2.1,1029.0,-200.0,10.4,993.0,124.0,816.0,114.0,1728.0,969.0,23.0,44.4,1.2354
1.9,1064.0,-200.0,9.4,956.0,108.0,812.0,104.0,1770.0,932.0,22.2,53.9,1.4237
1.4,986.0,-200.0,6.9,853.0,61.0,865.0,81.0,1645.0,794.0,20.9,59.8,1.4659
0.8,872.0,-200.0,4.0,709.0,34.0,1034.0,51.0,1522.0,599.0,21.3,58.1,1.457
0.6,840.0,-200.0,3.0,654.0,-200.0,1124.0,-200.0,1489.0,614.0,20.8,58.4,1.4189
0.6,812.0,-200.0,2.6,626.0,24.0,1134.0,40.0,1471.0,625.0,20.3,58.9,1.3878
0.5,810.0,-200.0,2.4,612.0,27.0,1163.0,34.0,1462.0,595.0,21.3,54.5,1.3682
1.0,936.0,-200.0,6.8,849.0,70.0,882.0,61.0,1640.0,886.0,20.6,57.4,1.3753
2.7,1244.0,-200.0,18.9,1265.0,176.0,640.0,95.0,2084.0,1257.0,21.3,56.9,1.4226
5.0,1440.0,-200.0,30.2,1556.0,310.0,517.0,142.0,2530.0,1561.0,22.9,52.4,1.4442
3.3,1180.0,-200.0,14.9,1145.0,221.0,713.0,128.0,1929.0,1191.0,24.1,46.5,1.3802
2.4,1126.0,-200.0,12.2,1058.0,168.0,765.0,115.0,1879.0,1061.0,27.1,38.8,1.3705
1.7,1005.0,-200.0,8.3,910.0,109.0,881.0,84.0,1670.0,751.0,28.4,34.4,1.314
1.7,1032.0,-200.0,9.0,940.0,102.0,862.0,85.0,1703.0,733.0,30.1,30.9,1.2958
2.4,1087.0,-200.0,13.7,1106.0,129.0,755.0,110.0,1839.0,906.0,32.7,25.8,1.2547
2.2,1090.0,-200.0,14.1,1119.0,117.0,756.0,107.0,1811.0,902.0,32.4,25.7,1.2271
2.2,1072.0,-200.0,12.0,1050.0,112.0,802.0,107.0,1748.0,836.0,33.6,24.4,1.2472
2.3,1101.0,-200.0,12.2,1057.0,122.0,797.0,113.0,1772.0,863.0,33.0,26.0,1.2877
2.6,1111.0,-200.0,13.1,1086.0,114.0,787.0,107.0,1802.0,824.0,33.2,23.7,1.1855
2.3,1048.0,-200.0,12.6,1070.0,111.0,807.0,106.0,1737.0,842.0,31.3,25.4,1.1415
3.3,1197.0,-200.0,18.3,1249.0,158.0,698.0,125.0,1986.0,1132.0,28.3,31.7,1.1968
3.5,1173.0,-200.0,17.2,1217.0,202.0,695.0,139.0,1930.0,1175.0,26.5,35.0,1.1981
2.5,1075.0,-200.0,12.9,1079.0,166.0,764.0,117.0,1798.0,1111.0,24.4,40.0,1.2079
2.5,1067.0,-200.0,13.7,1106.0,143.0,745.0,107.0,1840.0,1125.0,23.3,43.4,1.2251
2.4,1060.0,-200.0,13.4,1099.0,122.0,742.0,98.0,1838.0,1077.0,22.5,45.3,1.2226
2.5,1081.0,-200.0,13.5,1099.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325
2.1,1017.0,-200.0,9.9,975.0,109.0,822.0,95.0,1722.0,1014.0,20.9,51.0,1.2446
1.0,836.0,-200.0,4.4,734.0,53.0,1035.0,68.0,1501.0,801.0,20.8,51.7,1.2572
0.8,831.0,-200.0,4.3,727.0,-200.0,1038.0,-200.0,1522.0,802.0,19.3,57.1,1.2661
-200.0,804.0,-200.0,3.3,668.0,32.0,1102.0,51.0,1479.0,753.0,18.8,58.6,1.2581
0.5,798.0,-200.0,3.4,677.0,35.0,1092.0,44.0,1473.0,696.0,20.2,53.8,1.2569
1.3,966.0,-200.0,9.3,951.0,123.0,812.0,77.0,1735.0,996.0,18.3,60.8,1.2635
3.6,1277.0,-200.0,23.4,1388.0,254.0,611.0,100.0,2241.0,1513.0,20.2,54.5,1.2777
4.8,1335.0,-200.0,27.7,1496.0,300.0,562.0,125.0,2385.0,1598.0,21.9,49.9,1.2957
3.7,1297.0,-200.0,22.1,1353.0,281.0,588.0,154.0,2128.0,1690.0,25.2,43.0,1.3548
1.9,1041.0,-200.0,10.0,979.0,169.0,837.0,125.0,1705.0,1053.0,28.0,36.6,1.3603
1.7,1027.0,-200.0,8.9,936.0,152.0,867.0,117.0,1696.0,931.0,27.1,38.3,1.3548
1.9,1037.0,-200.0,9.8,969.0,127.0,841.0,105.0,1728.0,865.0,27.4,37.0,1.3319
1.8,1014.0,-200.0,9.4,954.0,118.0,865.0,103.0,1697.0,818.0,29.4,32.9,1.3244
1.7,1007.0,-200.0,9.8,971.0,120.0,866.0,106.0,1682.0,802.0,31.3,28.7,1.2885
1.8,998.0,-200.0,9.5,958.0,125.0,881.0,107.0,1657.0,778.0,31.5,28.7,1.3058
1.7,1014.0,-200.0,9.5,958.0,117.0,878.0,102.0,1684.0,767.0,30.9,30.3,1.3306
2.8,1157.0,-200.0,15.4,1160.0,166.0,738.0,124.0,1936.0,1000.0,31.4,30.3,1.3689
3.6,1225.0,-200.0,19.4,1281.0,180.0,683.0,133.0,2082.0,1143.0,30.7,31.4,1.3686
3.3,1131.0,-200.0,16.5,1194.0,172.0,726.0,125.0,1907.0,1009.0,29.0,33.4,1.3169
2.9,1111.0,-200.0,14.3,1126.0,160.0,754.0,124.0,1883.0,1076.0,27.3,37.5,1.342
1.7,976.0,-200.0,8.2,909.0,103.0,878.0,97.0,1675.0,830.0,25.8,40.9,1.3389
1.7,1016.0,-200.0,8.7,929.0,87.0,868.0,94.0,1724.0,853.0,25.2,43.0,1.358
2.8,1177.0,-200.0,15.2,1156.0,147.0,684.0,120.0,1983.0,1310.0,24.6,45.8,1.394
1.8,1013.0,-200.0,10.6,999.0,120.0,791.0,105.0,1751.0,1119.0,24.0,47.3,1.3914
1.0,886.0,-200.0,6.0,813.0,63.0,936.0,81.0,1592.0,918.0,23.5,48.3,1.3777
0.5,791.0,-200.0,3.1,658.0,30.0,1140.0,43.0,1467.0,609.0,24.0,45.8,1.3467
0.4,762.0,-200.0,2.5,618.0,-200.0,1214.0,-200.0,1431.0,516.0,22.2,50.7,1.3405
0.3,740.0,-200.0,1.8,568.0,19.0,1259.0,32.0,1404.0,510.0,22.8,48.1,1.3184
0.4,775.0,-200.0,2.6,628.0,27.0,1178.0,36.0,1437.0,554.0,21.9,50.1,1.3002
0.8,872.0,-200.0,6.5,833.0,65.0,947.0,59.0,1598.0,760.0,20.4,54.1,1.28
2.2,1123.0,-200.0,14.5,1134.0,169.0,711.0,92.0,1922.0,1170.0,20.8,52.6,1.2758
4.4,1306.0,-200.0,28.8,1522.0,244.0,535.0,121.0,2450.0,1545.0,22.8,47.9,1.3156
3.7,1237.0,-200.0,21.3,1332.0,274.0,605.0,151.0,2157.0,1508.0,25.2,42.9,1.3552
2.5,1143.0,-200.0,14.9,1146.0,202.0,701.0,142.0,1917.0,1292.0,29.3,34.8,1.397
2.5,1170.0,-200.0,15.6,1168.0,186.0,703.0,141.0,1949.0,1287.0,33.3,27.8,1.4013
2.3,1116.0,-200.0,14.3,1128.0,153.0,739.0,129.0,1856.0,1042.0,34.9,24.9,1.363
2.0,1054.0,-200.0,12.6,1069.0,112.0,785.0,106.0,1766.0,817.0,36.1,22.7,1.3324
2.0,1083.0,-200.0,13.4,1097.0,117.0,765.0,125.0,1810.0,847.0,37.6,21.1,1.3478
2.1,1078.0,-200.0,12.6,1069.0,109.0,782.0,126.0,1780.0,806.0,37.3,21.9,1.3761
2.4,1104.0,-200.0,14.8,1143.0,133.0,747.0,147.0,1840.0,896.0,37.2,21.6,1.3514
3.1,1170.0,-200.0,18.6,1257.0,185.0,693.0,180.0,1956.0,1069.0,35.6,23.4,1.341
2.9,1091.0,-200.0,16.7,1201.0,167.0,738.0,164.0,1834.0,945.0,33.1,24.3,1.2087
3.5,1216.0,-200.0,20.8,1318.0,218.0,673.0,180.0,2043.0,1168.0,30.5,29.5,1.2635
2.9,1125.0,-200.0,16.0,1179.0,171.0,719.0,153.0,1921.0,1065.0,28.7,35.8,1.3834
1.5,971.0,-200.0,7.6,881.0,78.0,916.0,105.0,1635.0,672.0,26.6,42.2,1.4452
1.7,1062.0,-200.0,10.2,984.0,84.0,816.0,98.0,1796.0,842.0,25.2,46.6,1.4733
2.2,1140.0,-200.0,13.8,1109.0,110.0,714.0,107.0,1892.0,1123.0,24.7,47.7,1.4649
1.6,1038.0,-200.0,10.4,992.0,87.0,802.0,87.0,1731.0,1007.0,24.4,47.4,1.4301
1.0,935.0,-200.0,6.5,836.0,58.0,909.0,80.0,1604.0,855.0,23.3,49.9,1.4135
0.6,861.0,-200.0,4.3,729.0,39.0,1043.0,62.0,1528.0,689.0,23.8,47.3,1.3783
0.6,839.0,-200.0,3.4,678.0,-200.0,1062.0,-200.0,1478.0,622.0,22.9,50.2,1.3808
0.6,850.0,-200.0,3.9,703.0,38.0,1021.0,54.0,1511.0,658.0,21.2,55.0,1.3689
0.5,817.0,-200.0,3.0,651.0,41.0,1109.0,56.0,1472.0,628.0,21.7,52.6,1.35
0.5,825.0,-200.0,3.2,667.0,47.0,1079.0,62.0,1475.0,659.0,22.8,48.9,1.3424
0.9,921.0,-200.0,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611
1.4,1031.0,-200.0,9.1,945.0,100.0,806.0,86.0,1697.0,964.0,24.6,44.9,1.3661
1.6,1092.0,-200.0,9.7,967.0,104.0,801.0,99.0,1774.0,910.0,27.0,39.9,1.402
1.6,1095.0,-200.0,8.6,923.0,109.0,843.0,98.0,1736.0,999.0,29.3,35.9,1.4411
1.7,1097.0,-200.0,9.6,964.0,103.0,822.0,102.0,1743.0,853.0,31.2,32.4,1.4517
1.7,1101.0,-200.0,9.8,972.0,75.0,819.0,84.0,1714.0,752.0,34.4,26.6,1.423
1.5,1060.0,-200.0,10.3,991.0,72.0,833.0,83.0,1718.0,778.0,36.1,22.1,1.3004
1.2,-200.0,-200.0,-200.0,-200.0,56.0,-200.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.2,-200.0,-200.0,-200.0,-200.0,51.0,-200.0,63.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.1,-200.0,-200.0,-200.0,-200.0,52.0,-200.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,46.0,-200.0,63.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.1,-200.0,-200.0,-200.0,-200.0,44.0,-200.0,56.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.6,-200.0,-200.0,-200.0,-200.0,72.0,-200.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,88.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,56.0,-200.0,70.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,82.0,-200.0,95.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.4,-200.0,-200.0,-200.0,-200.0,125.0,-200.0,113.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.3,-200.0,-200.0,-200.0,-200.0,144.0,-200.0,109.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.2,-200.0,-200.0,-200.0,-200.0,54.0,-200.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,48.0,-200.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
-200.0,-200.0,-200.0,-200.0,-200.0,41.0,-200.0,62.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,40.0,-200.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.9,-200.0,-200.0,-200.0,-200.0,48.0,-200.0,65.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.8,-200.0,-200.0,-200.0,-200.0,44.0,-200.0,55.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,59.0,-200.0,66.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.2,-200.0,-200.0,-200.0,-200.0,59.0,-200.0,67.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.2,-200.0,-200.0,-200.0,-200.0,53.0,-200.0,64.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,42.0,-200.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,43.0,-200.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.6,-200.0,-200.0,-200.0,-200.0,23.0,-200.0,36.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.7,-200.0,-200.0,-200.0,-200.0,22.0,-200.0,35.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.8,-200.0,-200.0,-200.0,-200.0,37.0,-200.0,54.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.1,-200.0,-200.0,-200.0,-200.0,53.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,68.0,-200.0,86.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.8,-200.0,-200.0,-200.0,-200.0,125.0,-200.0,114.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.5,-200.0,-200.0,-200.0,-200.0,96.0,-200.0,105.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.6,-200.0,-200.0,-200.0,-200.0,75.0,-200.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,74.0,-200.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.3,-200.0,-200.0,-200.0,-200.0,92.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0
4.2,-200.0,-200.0,-200.0,-200.0,136.0,-200.0,108.0,-200.0,-200.0,-200.0,-200.0,-200.0
3.0,-200.0,-200.0,-200.0,-200.0,119.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.2,-200.0,-200.0,-200.0,-200.0,76.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.6,-200.0,-200.0,-200.0,-200.0,21.0,-200.0,36.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.3,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.3,732.0,-200.0,1.5,544.0,15.0,1353.0,24.0,1367.0,466.0,18.9,55.2,1.1895
0.5,809.0,-200.0,3.5,681.0,52.0,1108.0,43.0,1463.0,609.0,18.2,57.6,1.193
1.3,934.0,-200.0,8.3,911.0,85.0,857.0,64.0,1639.0,863.0,18.6,56.0,1.1865
2.5,1132.0,-200.0,17.3,1220.0,177.0,691.0,91.0,1910.0,1203.0,20.8,48.0,1.1702
3.7,1221.0,-200.0,23.3,1386.0,232.0,626.0,109.0,2138.0,1412.0,23.3,38.6,1.0919
2.5,1024.0,-200.0,13.8,1111.0,201.0,770.0,110.0,1753.0,1069.0,25.1,32.4,1.017
1.8,938.0,-200.0,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473
1.5,869.0,-200.0,7.9,897.0,104.0,965.0,106.0,1480.0,649.0,29.6,21.0,0.8548
1.5,846.0,-200.0,8.8,930.0,89.0,947.0,104.0,1467.0,598.0,30.2,18.0,0.7613
1.2,838.0,-200.0,7.2,868.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747
1.4,875.0,-200.0,8.3,912.0,85.0,978.0,84.0,1504.0,601.0,29.5,19.4,0.7872
1.6,907.0,-200.0,9.6,961.0,105.0,920.0,102.0,1564.0,668.0,31.1,18.2,0.8079
1.6,889.0,-200.0,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103
2.2,969.0,-200.0,12.4,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083
3.0,1051.0,-200.0,15.3,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859
3.0,1043.0,-200.0,16.1,1181.0,174.0,736.0,138.0,1813.0,1010.0,26.1,28.3,0.9407
2.7,1043.0,-200.0,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.5,35.7,1.0807
2.1,1007.0,-200.0,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582
1.6,966.0,-200.0,9.5,959.0,92.0,838.0,95.0,1686.0,852.0,21.8,46.3,1.1913
1.3,920.0,-200.0,7.4,875.0,75.0,915.0,80.0,1594.0,744.0,20.9,48.9,1.1945
1.1,889.0,-200.0,6.4,831.0,74.0,956.0,79.0,1570.0,760.0,20.5,49.9,1.1903
0.7,825.0,-200.0,4.1,715.0,35.0,1062.0,49.0,1462.0,613.0,20.0,50.9,1.1794
0.4,758.0,-200.0,1.9,580.0,22.0,1215.0,36.0,1374.0,531.0,22.1,44.3,1.1665
0.2,735.0,-200.0,1.4,533.0,-200.0,1338.0,-200.0,1350.0,493.0,21.0,47.5,1.1666
0.2,719.0,-200.0,1.2,522.0,24.0,1385.0,40.0,1343.0,509.0,19.8,50.3,1.1444
0.3,757.0,-200.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489
0.9,890.0,-200.0,6.4,831.0,93.0,922.0,67.0,1594.0,826.0,17.8,56.5,1.1375
